district,division,climate_zone,year,month,rainfall_mm,river_level_m,soil_saturation_percent,drainage_quality,district_flood_prone,flood_occurred
Kalutara,Kalutara-DS2,Wet,2022,7,114.6,2.68,53.8,Poor,1,0
Colombo,Colombo-DS3,Wet,2013,1,463.2,4.05,73.4,Moderate,1,1
Vavuniya,Vavuniya-DS2,Dry,2015,5,70.4,1.83,21.4,Moderate,0,0
Trincomalee,Trincomalee-DS2,Dry,2010,11,129.8,2.75,36.9,Moderate,1,0
Kilinochchi,Kilinochchi-DS6,Dry,2017,11,127.8,1.93,38.5,Poor,0,0
Ampara,Ampara-DS1,Dry,2009,8,131.2,2.08,42.7,Poor,0,1
Colombo,Colombo-DS4,Wet,2011,6,309.0,3.47,64.0,Poor,1,0
Moneragala,Moneragala-DS1,Dry,2011,11,117.1,1.84,35.5,Moderate,0,1
Moneragala,Moneragala-DS1,Dry,2008,4,84.4,1.63,43.1,Poor,0,0
Matale,Matale-DS2,Intermediate,2012,1,275.0,2.04,48.8,Moderate,0,0
Galle,Galle-DS6,Wet,2023,3,409.7,3.65,59.9,Poor,1,1
Gampaha,Gampaha-DS4,Wet,2009,3,274.8,3.24,72.6,Poor,1,1
Ampara,Ampara-DS6,Dry,2025,9,58.9,1.7,32.1,Good,0,0
Mannar,Mannar-DS3,Dry,2022,12,158.9,2.4,36.2,Good,0,1
Anuradhapura,Anuradhapura-DS2,Dry,2010,12,123.2,2.13,44.7,Moderate,0,0
Batticaloa,Batticaloa-DS6,Dry,2023,11,129.3,2.14,36.8,Moderate,1,0
Badulla,Badulla-DS1,Intermediate,2012,9,117.3,2.45,34.9,Poor,0,0
Jaffna,Jaffna-DS6,Dry,2009,9,177.3,2.16,36.6,Moderate,0,0
Jaffna,Jaffna-DS6,Dry,2025,2,69.6,1.76,26.4,Good,0,0
Colombo,Colombo-DS6,Wet,2018,6,325.6,3.6,55.2,Good,1,0
Vavuniya,Vavuniya-DS5,Dry,2018,6,91.9,1.89,41.7,Moderate,0,0
Puttalam,Puttalam-DS3,Dry,2016,1,168.6,2.41,43.5,Poor,0,0
Moneragala,Moneragala-DS1,Dry,2008,7,47.0,1.98,37.2,Poor,0,1
Moneragala,Moneragala-DS3,Dry,2015,2,72.7,1.8,36.5,Moderate,0,0
Jaffna,Jaffna-DS6,Dry,2021,7,73.9,1.75,34.7,Poor,0,0
Anuradhapura,Anuradhapura-DS2,Dry,2019,1,151.6,2.31,41.4,Moderate,0,0
Colombo,Colombo-DS4,Wet,2008,6,217.1,3.28,53.6,Good,1,1
Kalutara,Kalutara-DS5,Wet,2023,11,227.4,3.29,53.2,Poor,1,1
Mannar,Mannar-DS5,Dry,2008,6,73.4,1.94,38.0,Moderate,0,0
Kegalle,Kegalle-DS3,Wet,2025,12,280.0,3.13,69.5,Poor,1,1
Matara,Matara-DS3,Wet,2010,5,347.6,3.5,53.8,Poor,1,1
Kegalle,Kegalle-DS1,Wet,2020,6,363.3,3.42,59.9,Poor,1,1
Matale,Matale-DS2,Intermediate,2024,3,266.7,2.28,43.8,Good,0,0
Matale,Matale-DS1,Intermediate,2012,6,154.0,1.61,37.1,Good,0,0
Kilinochchi,Kilinochchi-DS4,Dry,2015,7,64.9,1.73,32.2,Moderate,0,0
Ratnapura,Ratnapura-DS4,Wet,2011,5,139.6,2.64,42.2,Moderate,1,0
Ampara,Ampara-DS5,Dry,2019,1,140.5,2.01,39.6,Moderate,0,0
Kurunegala,Kurunegala-DS6,Intermediate,2020,4,217.6,3.06,47.9,Good,1,0
Trincomalee,Trincomalee-DS3,Dry,2024,7,57.9,2.59,26.5,Poor,1,0
Batticaloa,Batticaloa-DS1,Dry,2022,4,120.9,2.38,45.4,Poor,1,0
Gampaha,Gampaha-DS4,Wet,2008,9,436.9,3.87,80.2,Moderate,1,1
Ampara,Ampara-DS5,Dry,2017,2,59.4,1.74,41.7,Moderate,0,0
Kilinochchi,Kilinochchi-DS3,Dry,2024,12,217.5,2.22,45.5,Good,0,0
Mannar,Mannar-DS6,Dry,2008,10,158.1,2.18,31.2,Moderate,0,0
Nuwara Eliya,Nuwara Eliya-DS3,Wet,2013,1,147.0,2.14,47.6,Good,0,0
Trincomalee,Trincomalee-DS6,Dry,2018,4,84.1,2.52,34.6,Poor,1,0
Badulla,Badulla-DS3,Intermediate,2017,8,88.5,1.85,33.3,Good,0,0
Anuradhapura,Anuradhapura-DS1,Dry,2020,5,174.7,2.24,43.9,Good,0,0
Badulla,Badulla-DS2,Intermediate,2014,5,177.0,2.36,36.7,Moderate,0,0
Jaffna,Jaffna-DS5,Dry,2020,8,71.7,2.14,28.1,Moderate,0,0
Ampara,Ampara-DS5,Dry,2016,11,122.6,1.72,34.1,Moderate,0,0
Kurunegala,Kurunegala-DS2,Intermediate,2009,3,214.7,2.8,42.7,Poor,1,0
Kegalle,Kegalle-DS4,Wet,2018,9,456.0,4.07,76.8,Good,1,1
Kurunegala,Kurunegala-DS3,Intermediate,2023,7,218.2,2.74,44.8,Good,1,0
Matara,Matara-DS2,Wet,2011,12,365.0,3.61,55.5,Moderate,1,0
Kandy,Kandy-DS5,Wet,2013,4,312.7,3.46,54.4,Good,1,0
Matale,Matale-DS2,Intermediate,2021,4,283.0,2.56,38.3,Moderate,0,0
Vavuniya,Vavuniya-DS4,Dry,2011,6,164.9,2.3,39.3,Moderate,0,0
Colombo,Colombo-DS4,Wet,2011,7,422.3,3.68,70.4,Moderate,1,1
Galle,Galle-DS5,Wet,2022,12,324.9,3.89,62.0,Moderate,1,0
Ratnapura,Ratnapura-DS4,Wet,2024,8,301.5,3.26,57.3,Moderate,1,0
Ratnapura,Ratnapura-DS1,Wet,2024,6,271.6,3.18,59.5,Good,1,1
Mullaitivu,Mullaitivu-DS4,Dry,2015,8,48.1,1.34,33.9,Good,0,0
Polonnaruwa,Polonnaruwa-DS5,Dry,2013,11,72.9,1.81,30.5,Good,0,0
Gampaha,Gampaha-DS3,Wet,2016,4,391.0,3.59,58.2,Poor,1,1
Moneragala,Moneragala-DS5,Dry,2016,11,195.6,2.31,37.7,Poor,0,0
Matara,Matara-DS1,Wet,2012,4,421.0,3.72,70.6,Good,1,0
Kegalle,Kegalle-DS6,Wet,2008,2,137.7,2.61,36.1,Moderate,1,0
Gampaha,Gampaha-DS5,Wet,2009,9,186.6,2.86,54.4,Moderate,1,0
Ampara,Ampara-DS5,Dry,2018,4,134.8,1.9,31.3,Poor,0,0
Puttalam,Puttalam-DS3,Dry,2024,2,76.7,1.95,26.7,Poor,0,0
Moneragala,Moneragala-DS6,Dry,2009,4,75.1,2.06,25.9,Moderate,0,0
Badulla,Badulla-DS1,Intermediate,2023,9,145.2,2.04,35.1,Good,0,0
Ratnapura,Ratnapura-DS1,Wet,2020,8,281.8,3.48,61.8,Poor,1,1
Galle,Galle-DS4,Wet,2025,7,151.2,2.61,44.8,Good,1,0
Mullaitivu,Mullaitivu-DS6,Dry,2011,6,99.7,1.69,28.4,Poor,0,0
Kegalle,Kegalle-DS1,Wet,2022,8,402.9,3.51,60.9,Poor,1,0
Gampaha,Gampaha-DS2,Wet,2020,7,481.8,4.03,74.8,Moderate,1,1
Gampaha,Gampaha-DS4,Wet,2009,1,352.7,3.25,57.7,Good,1,1
Badulla,Badulla-DS5,Intermediate,2009,8,156.0,1.63,37.3,Moderate,0,1
Batticaloa,Batticaloa-DS6,Dry,2025,10,139.1,2.06,34.2,Good,1,0
Puttalam,Puttalam-DS1,Dry,2022,12,88.9,1.93,34.7,Moderate,0,0
Vavuniya,Vavuniya-DS1,Dry,2009,2,106.5,1.98,41.8,Moderate,0,0
Ampara,Ampara-DS4,Dry,2017,5,102.5,1.81,29.9,Moderate,0,0
Hambantota,Hambantota-DS1,Dry,2012,1,204.1,2.18,40.7,Moderate,0,0
Puttalam,Puttalam-DS3,Dry,2013,7,52.1,1.65,36.6,Moderate,0,0
Badulla,Badulla-DS2,Intermediate,2020,3,127.9,1.83,38.1,Moderate,0,0
Jaffna,Jaffna-DS2,Dry,2021,12,188.2,2.09,49.3,Good,0,0
Mullaitivu,Mullaitivu-DS6,Dry,2019,5,114.6,2.03,39.9,Moderate,0,0
Puttalam,Puttalam-DS2,Dry,2011,8,46.8,1.81,30.5,Poor,0,0
Hambantota,Hambantota-DS6,Dry,2014,3,154.9,2.24,39.7,Poor,0,0
Gampaha,Gampaha-DS2,Wet,2024,8,243.3,2.97,44.8,Moderate,1,1
Trincomalee,Trincomalee-DS6,Dry,2018,1,169.2,2.85,42.6,Moderate,1,0
Gampaha,Gampaha-DS5,Wet,2016,6,340.5,3.42,54.6,Moderate,1,1
Matara,Matara-DS3,Wet,2021,10,203.9,2.66,52.1,Poor,1,0
Kandy,Kandy-DS3,Wet,2012,2,144.6,2.69,41.1,Moderate,1,1
Hambantota,Hambantota-DS4,Dry,2023,5,84.4,2.18,26.9,Moderate,0,0
Ampara,Ampara-DS3,Dry,2015,7,92.9,1.86,36.9,Poor,0,0
Galle,Galle-DS1,Wet,2012,12,315.0,3.78,57.2,Moderate,1,1
Matara,Matara-DS2,Wet,2025,12,292.6,3.07,46.4,Moderate,1,0
Mullaitivu,Mullaitivu-DS4,Dry,2009,7,126.8,2.03,38.7,Moderate,0,0
Ampara,Ampara-DS2,Dry,2018,3,49.8,1.35,25.3,Good,0,0
Ratnapura,Ratnapura-DS3,Wet,2020,5,451.0,3.79,74.5,Poor,1,1
Batticaloa,Batticaloa-DS4,Dry,2017,2,79.0,2.13,44.7,Good,1,0
Polonnaruwa,Polonnaruwa-DS6,Dry,2008,4,63.0,1.78,37.3,Moderate,0,0
Jaffna,Jaffna-DS4,Dry,2021,12,112.4,2.09,39.5,Good,0,0
Puttalam,Puttalam-DS1,Dry,2020,1,78.6,2.08,39.5,Moderate,0,0
Kandy,Kandy-DS6,Wet,2012,3,200.8,3.03,63.9,Moderate,1,0
Jaffna,Jaffna-DS6,Dry,2016,9,64.0,1.62,32.5,Good,0,1
Galle,Galle-DS2,Wet,2009,4,371.6,3.25,59.1,Poor,1,1
Kegalle,Kegalle-DS4,Wet,2016,11,91.9,2.45,46.6,Poor,1,0
Mullaitivu,Mullaitivu-DS2,Dry,2018,6,88.6,1.5,28.1,Poor,0,0
Kegalle,Kegalle-DS6,Wet,2009,8,254.7,3.11,56.5,Moderate,1,0
Kandy,Kandy-DS3,Wet,2019,7,128.4,2.56,37.6,Good,1,0
Kilinochchi,Kilinochchi-DS2,Dry,2008,8,74.2,1.75,33.0,Poor,0,0
Nuwara Eliya,Nuwara Eliya-DS2,Wet,2020,9,189.0,2.46,46.7,Moderate,0,0
Anuradhapura,Anuradhapura-DS3,Dry,2014,2,37.5,1.7,30.7,Poor,0,0
Galle,Galle-DS3,Wet,2017,2,279.7,3.31,49.5,Moderate,1,0
Anuradhapura,Anuradhapura-DS2,Dry,2024,1,129.3,2.14,30.9,Moderate,0,0
Kilinochchi,Kilinochchi-DS1,Dry,2013,7,69.4,1.74,24.8,Good,0,0
Matale,Matale-DS4,Intermediate,2010,10,159.3,2.28,36.2,Poor,0,0
Colombo,Colombo-DS3,Wet,2023,7,488.9,3.94,60.6,Poor,1,1
Vavuniya,Vavuniya-DS4,Dry,2019,8,126.3,2.02,47.0,Good,0,0
Galle,Galle-DS1,Wet,2018,4,353.1,3.55,55.6,Moderate,1,1
Kilinochchi,Kilinochchi-DS6,Dry,2015,3,24.8,1.34,34.8,Poor,0,0
Matale,Matale-DS5,Intermediate,2012,8,170.4,1.7,37.0,Good,0,0
Matale,Matale-DS1,Intermediate,2025,7,263.4,2.16,49.7,Moderate,0,1
Kandy,Kandy-DS1,Wet,2023,11,213.8,2.86,66.2,Moderate,1,0
Ampara,Ampara-DS3,Dry,2008,6,86.9,2.08,41.6,Poor,0,0
Jaffna,Jaffna-DS5,Dry,2011,3,108.0,2.08,25.7,Good,0,0
Anuradhapura,Anuradhapura-DS6,Dry,2009,6,91.2,1.9,27.0,Moderate,0,0
Kandy,Kandy-DS3,Wet,2021,4,310.8,3.31,51.9,Poor,1,0
Anuradhapura,Anuradhapura-DS1,Dry,2021,12,191.4,2.15,55.9,Poor,0,0
Hambantota,Hambantota-DS6,Dry,2016,4,52.2,1.96,35.4,Poor,0,0
Kilinochchi,Kilinochchi-DS4,Dry,2013,8,79.1,2.04,29.6,Poor,0,0
Kalutara,Kalutara-DS6,Wet,2018,6,392.1,3.71,67.5,Poor,1,1
Gampaha,Gampaha-DS5,Wet,2020,12,204.5,2.99,53.2,Moderate,1,1
Matara,Matara-DS5,Wet,2016,10,233.9,3.01,54.8,Moderate,1,1
Badulla,Badulla-DS5,Intermediate,2023,12,211.2,2.11,46.0,Good,0,0
Polonnaruwa,Polonnaruwa-DS5,Dry,2019,8,138.9,2.28,45.5,Poor,0,0
Gampaha,Gampaha-DS6,Wet,2013,12,165.3,2.65,56.3,Moderate,1,0
Colombo,Colombo-DS6,Wet,2010,12,158.1,2.91,57.3,Good,1,1
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2017,3,196.9,2.51,35.2,Good,0,1
Badulla,Badulla-DS3,Intermediate,2009,9,103.0,2.0,27.6,Good,0,0
Kalutara,Kalutara-DS2,Wet,2020,12,252.8,3.54,63.8,Moderate,1,1
Mannar,Mannar-DS1,Dry,2015,4,77.3,1.92,31.1,Good,0,0
Batticaloa,Batticaloa-DS4,Dry,2024,10,243.2,2.87,49.8,Poor,1,1
Hambantota,Hambantota-DS2,Dry,2016,11,165.4,2.08,38.4,Good,0,0
Matale,Matale-DS6,Intermediate,2025,11,230.7,1.93,45.9,Moderate,0,0
Vavuniya,Vavuniya-DS2,Dry,2015,10,156.9,2.0,36.5,Poor,0,0
Vavuniya,Vavuniya-DS4,Dry,2021,7,142.3,1.99,24.4,Moderate,0,0
Anuradhapura,Anuradhapura-DS6,Dry,2015,11,132.0,1.57,31.8,Moderate,0,0
Matale,Matale-DS2,Intermediate,2019,12,123.6,1.57,42.9,Good,0,0
Puttalam,Puttalam-DS6,Dry,2024,7,96.3,1.99,35.4,Good,0,0
Matara,Matara-DS2,Wet,2009,3,177.0,2.88,40.3,Good,1,0
Batticaloa,Batticaloa-DS5,Dry,2012,11,203.5,2.59,36.7,Good,1,0
Galle,Galle-DS6,Wet,2019,10,244.7,2.93,56.5,Poor,1,1
Batticaloa,Batticaloa-DS2,Dry,2021,3,62.5,2.56,33.4,Moderate,1,0
Ampara,Ampara-DS2,Dry,2025,8,140.6,2.2,34.0,Poor,0,0
Trincomalee,Trincomalee-DS5,Dry,2012,12,104.5,2.72,34.3,Moderate,1,0
Puttalam,Puttalam-DS6,Dry,2010,7,93.1,1.66,36.3,Moderate,0,0
Badulla,Badulla-DS5,Intermediate,2024,2,195.0,2.13,47.2,Moderate,0,0
Ratnapura,Ratnapura-DS6,Wet,2023,2,112.5,2.45,33.4,Moderate,1,0
Gampaha,Gampaha-DS3,Wet,2022,10,299.8,3.47,58.9,Good,1,0
Matara,Matara-DS3,Wet,2008,10,257.0,3.02,58.7,Moderate,1,0
Moneragala,Moneragala-DS6,Dry,2018,7,54.0,1.81,22.0,Good,0,0
Moneragala,Moneragala-DS1,Dry,2016,2,113.9,1.84,38.8,Moderate,0,0
Galle,Galle-DS6,Wet,2013,1,287.1,3.11,51.2,Moderate,1,0
Gampaha,Gampaha-DS1,Wet,2014,9,390.2,3.58,67.8,Good,1,1
Mullaitivu,Mullaitivu-DS6,Dry,2013,3,87.7,1.82,23.0,Poor,0,0
Kurunegala,Kurunegala-DS2,Intermediate,2010,10,201.5,2.83,42.4,Moderate,1,1
Gampaha,Gampaha-DS3,Wet,2017,2,331.0,3.47,55.0,Poor,1,1
Galle,Galle-DS6,Wet,2015,2,222.2,2.88,51.3,Moderate,1,1
Puttalam,Puttalam-DS3,Dry,2024,9,97.3,2.05,39.2,Moderate,0,0
Matale,Matale-DS3,Intermediate,2025,1,113.2,1.71,46.7,Moderate,0,0
Polonnaruwa,Polonnaruwa-DS3,Dry,2010,9,89.7,1.55,30.2,Good,0,0
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2021,1,353.5,2.87,49.8,Poor,0,0
Puttalam,Puttalam-DS5,Dry,2018,10,118.4,1.85,41.9,Good,0,0
Batticaloa,Batticaloa-DS2,Dry,2024,9,74.1,1.77,35.6,Moderate,1,0
Mannar,Mannar-DS4,Dry,2025,12,141.8,1.98,45.7,Poor,0,0
Kurunegala,Kurunegala-DS6,Intermediate,2020,2,117.1,2.5,39.5,Moderate,1,0
Polonnaruwa,Polonnaruwa-DS2,Dry,2013,4,166.1,1.67,40.1,Moderate,0,0
Moneragala,Moneragala-DS2,Dry,2017,3,193.7,2.0,44.6,Poor,0,0
Vavuniya,Vavuniya-DS5,Dry,2021,8,72.2,2.04,38.4,Poor,0,0
Mannar,Mannar-DS5,Dry,2014,11,95.4,2.14,56.7,Poor,0,0
Anuradhapura,Anuradhapura-DS2,Dry,2019,12,177.3,2.59,47.5,Moderate,0,0
Moneragala,Moneragala-DS3,Dry,2014,9,55.5,1.84,31.7,Moderate,0,0
Mullaitivu,Mullaitivu-DS3,Dry,2010,11,194.5,2.18,40.9,Poor,0,0
Puttalam,Puttalam-DS5,Dry,2014,8,53.1,1.79,34.3,Moderate,0,0
Matale,Matale-DS4,Intermediate,2018,12,199.0,2.05,42.2,Moderate,0,0
Moneragala,Moneragala-DS1,Dry,2019,9,93.2,1.88,30.4,Poor,0,0
Polonnaruwa,Polonnaruwa-DS6,Dry,2022,3,78.1,1.56,34.7,Moderate,0,0
Galle,Galle-DS3,Wet,2009,12,248.0,3.22,57.2,Poor,1,1
Vavuniya,Vavuniya-DS3,Dry,2012,3,118.3,1.85,27.8,Poor,0,0
Polonnaruwa,Polonnaruwa-DS1,Dry,2022,1,241.7,2.25,50.4,Poor,0,0
Colombo,Colombo-DS2,Wet,2011,2,402.7,3.84,61.9,Good,1,1
Nuwara Eliya,Nuwara Eliya-DS1,Wet,2025,9,219.8,2.62,49.2,Good,0,0
Batticaloa,Batticaloa-DS5,Dry,2008,12,125.5,2.64,50.1,Poor,1,0
Kurunegala,Kurunegala-DS1,Intermediate,2013,11,197.7,3.1,54.0,Good,1,0
Trincomalee,Trincomalee-DS5,Dry,2017,10,209.1,2.8,49.1,Moderate,1,0
Ampara,Ampara-DS2,Dry,2014,12,162.8,1.85,42.5,Good,0,0
Puttalam,Puttalam-DS2,Dry,2016,1,98.7,1.82,44.1,Good,0,0
Moneragala,Moneragala-DS6,Dry,2014,1,195.4,2.24,43.1,Moderate,0,0
Polonnaruwa,Polonnaruwa-DS1,Dry,2023,5,64.9,1.46,34.4,Moderate,0,0
Colombo,Colombo-DS3,Wet,2010,2,387.3,3.77,65.6,Poor,1,1
Kilinochchi,Kilinochchi-DS3,Dry,2024,8,87.7,2.04,46.4,Moderate,0,0
Vavuniya,Vavuniya-DS4,Dry,2011,9,64.9,2.09,31.4,Moderate,0,1
Kandy,Kandy-DS3,Wet,2023,9,98.0,2.4,43.9,Poor,1,1
Mullaitivu,Mullaitivu-DS3,Dry,2022,12,116.9,2.03,40.6,Good,0,0
Ratnapura,Ratnapura-DS4,Wet,2019,11,334.1,3.34,61.2,Moderate,1,1
Kilinochchi,Kilinochchi-DS6,Dry,2016,3,64.4,1.26,30.1,Moderate,0,0
Kegalle,Kegalle-DS5,Wet,2024,9,312.5,3.41,55.7,Good,1,0
Puttalam,Puttalam-DS4,Dry,2014,11,195.4,2.04,47.6,Good,0,0
Jaffna,Jaffna-DS4,Dry,2020,11,260.2,2.59,36.9,Poor,0,0
Kurunegala,Kurunegala-DS3,Intermediate,2020,2,173.9,2.79,43.6,Good,1,0
Ratnapura,Ratnapura-DS5,Wet,2009,10,187.7,3.11,52.4,Good,1,0
Matara,Matara-DS3,Wet,2022,1,191.4,3.0,39.9,Poor,1,0
Trincomalee,Trincomalee-DS3,Dry,2020,4,58.3,2.05,27.3,Moderate,1,0
Kilinochchi,Kilinochchi-DS2,Dry,2017,8,53.5,1.8,34.2,Moderate,0,0
Jaffna,Jaffna-DS1,Dry,2011,2,77.9,1.81,36.9,Poor,0,0
Colombo,Colombo-DS4,Wet,2023,8,259.5,3.38,54.8,Moderate,1,1
Puttalam,Puttalam-DS2,Dry,2019,7,37.4,1.76,25.1,Moderate,0,0
Ampara,Ampara-DS5,Dry,2019,5,179.5,2.26,40.5,Poor,0,0
Ratnapura,Ratnapura-DS6,Wet,2019,4,328.6,3.51,54.2,Poor,1,1
Hambantota,Hambantota-DS6,Dry,2019,12,217.2,2.43,32.0,Moderate,0,0
Gampaha,Gampaha-DS4,Wet,2024,10,271.6,3.17,51.9,Poor,1,1
Kegalle,Kegalle-DS4,Wet,2008,3,291.2,3.32,62.7,Poor,1,0
Anuradhapura,Anuradhapura-DS3,Dry,2014,12,106.6,2.0,38.7,Moderate,0,0
Puttalam,Puttalam-DS5,Dry,2013,3,45.8,1.84,30.0,Good,0,0
Matara,Matara-DS4,Wet,2022,5,223.8,3.05,42.3,Poor,1,1
Ampara,Ampara-DS6,Dry,2017,5,87.7,1.56,27.4,Good,0,0
Ampara,Ampara-DS5,Dry,2012,8,84.6,1.6,31.6,Poor,0,0
Mannar,Mannar-DS4,Dry,2013,6,136.1,1.63,44.3,Moderate,0,0
Trincomalee,Trincomalee-DS3,Dry,2022,6,35.9,2.75,44.0,Poor,1,0
Moneragala,Moneragala-DS1,Dry,2019,6,78.2,1.68,39.0,Good,0,0
Puttalam,Puttalam-DS4,Dry,2012,12,127.1,2.19,43.1,Poor,0,0
Mullaitivu,Mullaitivu-DS1,Dry,2020,11,114.2,1.96,42.1,Good,0,0
Puttalam,Puttalam-DS4,Dry,2015,7,54.6,2.2,24.5,Poor,0,0
Polonnaruwa,Polonnaruwa-DS2,Dry,2020,5,100.4,2.16,41.9,Good,0,0
Kilinochchi,Kilinochchi-DS6,Dry,2010,11,142.0,2.12,41.1,Good,0,0
Colombo,Colombo-DS3,Wet,2019,10,312.1,3.21,51.2,Poor,1,1
Anuradhapura,Anuradhapura-DS2,Dry,2021,2,49.7,1.92,25.2,Good,0,0
Jaffna,Jaffna-DS2,Dry,2008,6,81.9,1.41,27.6,Moderate,0,0
Mullaitivu,Mullaitivu-DS2,Dry,2010,5,117.1,1.86,42.7,Moderate,0,0
Gampaha,Gampaha-DS5,Wet,2023,9,160.5,2.89,45.7,Good,1,1
Anuradhapura,Anuradhapura-DS2,Dry,2012,6,105.8,2.17,40.6,Poor,0,0
Vavuniya,Vavuniya-DS4,Dry,2015,12,342.1,2.5,51.9,Poor,0,0
Hambantota,Hambantota-DS4,Dry,2020,5,136.4,2.23,34.3,Moderate,0,0
Mannar,Mannar-DS6,Dry,2023,9,45.1,2.02,27.2,Good,0,0
Mannar,Mannar-DS6,Dry,2010,3,74.2,2.08,38.8,Good,0,0
Nuwara Eliya,Nuwara Eliya-DS4,Wet,2025,7,439.5,3.72,60.9,Poor,0,0
Vavuniya,Vavuniya-DS5,Dry,2017,7,82.5,2.2,27.0,Good,0,0
Kurunegala,Kurunegala-DS4,Intermediate,2010,1,211.0,2.61,45.8,Poor,1,0
Badulla,Badulla-DS3,Intermediate,2008,10,125.7,1.82,33.3,Good,0,0
Anuradhapura,Anuradhapura-DS3,Dry,2025,8,49.2,1.87,33.1,Moderate,0,0
Puttalam,Puttalam-DS4,Dry,2020,11,272.0,2.73,51.6,Good,0,0
Matale,Matale-DS2,Intermediate,2018,1,284.2,2.61,44.5,Moderate,0,0
Kurunegala,Kurunegala-DS3,Intermediate,2012,1,189.4,2.83,40.3,Poor,1,0
Batticaloa,Batticaloa-DS1,Dry,2014,11,150.0,2.43,40.2,Moderate,1,0
Mannar,Mannar-DS1,Dry,2016,3,75.3,1.85,35.3,Poor,0,0
Badulla,Badulla-DS4,Intermediate,2008,7,243.2,2.28,44.9,Moderate,0,0
Mullaitivu,Mullaitivu-DS5,Dry,2013,2,127.8,1.98,35.8,Good,0,0
Ratnapura,Ratnapura-DS3,Wet,2019,10,149.1,2.74,43.4,Good,1,0
Badulla,Badulla-DS6,Intermediate,2014,2,55.8,1.75,34.6,Good,0,0
Hambantota,Hambantota-DS3,Dry,2018,1,174.5,2.19,37.8,Good,0,0
Kalutara,Kalutara-DS5,Wet,2025,5,229.8,3.62,41.7,Poor,1,0
Mullaitivu,Mullaitivu-DS1,Dry,2024,11,202.5,1.93,45.6,Poor,0,0
Mannar,Mannar-DS1,Dry,2013,3,63.4,1.56,36.7,Good,0,0
Anuradhapura,Anuradhapura-DS2,Dry,2025,2,99.1,1.81,40.7,Moderate,0,0
Jaffna,Jaffna-DS4,Dry,2018,3,100.3,2.25,40.0,Moderate,0,0
Hambantota,Hambantota-DS2,Dry,2015,3,99.4,2.04,24.7,Moderate,0,0
Moneragala,Moneragala-DS6,Dry,2020,5,95.2,2.24,40.3,Moderate,0,0
Kegalle,Kegalle-DS3,Wet,2025,9,246.2,3.13,49.3,Moderate,1,0
Kilinochchi,Kilinochchi-DS4,Dry,2009,8,120.6,1.92,29.7,Moderate,0,0
Mullaitivu,Mullaitivu-DS3,Dry,2015,2,153.0,2.09,24.2,Poor,0,0
Nuwara Eliya,Nuwara Eliya-DS6,Wet,2023,8,203.2,2.12,52.8,Moderate,0,0
Trincomalee,Trincomalee-DS2,Dry,2013,1,56.7,2.18,39.6,Poor,1,0
Matale,Matale-DS1,Intermediate,2010,9,229.9,2.0,43.8,Good,0,0
Hambantota,Hambantota-DS2,Dry,2020,12,174.6,2.42,52.5,Good,0,0
Kandy,Kandy-DS1,Wet,2010,12,368.0,3.44,58.4,Poor,1,1
Hambantota,Hambantota-DS2,Dry,2023,9,41.1,1.84,29.6,Good,0,0
Colombo,Colombo-DS2,Wet,2021,11,233.6,2.76,49.0,Poor,1,1
Kalutara,Kalutara-DS6,Wet,2016,4,237.5,3.13,59.4,Moderate,1,0
Anuradhapura,Anuradhapura-DS2,Dry,2010,7,66.9,1.99,37.7,Good,0,0
Kurunegala,Kurunegala-DS6,Intermediate,2020,11,162.5,2.71,45.9,Moderate,1,0
Ampara,Ampara-DS1,Dry,2008,5,193.3,2.35,37.9,Moderate,0,0
Mannar,Mannar-DS3,Dry,2023,3,89.3,1.68,30.5,Poor,0,0
Puttalam,Puttalam-DS5,Dry,2008,7,101.4,2.0,34.3,Moderate,0,1
Kilinochchi,Kilinochchi-DS4,Dry,2014,6,46.5,1.86,35.4,Poor,0,0
Mullaitivu,Mullaitivu-DS5,Dry,2018,3,77.1,1.46,34.4,Moderate,0,0
Anuradhapura,Anuradhapura-DS2,Dry,2008,11,196.6,2.06,41.6,Poor,0,0
Matara,Matara-DS1,Wet,2025,2,129.1,2.5,44.4,Good,1,0
Galle,Galle-DS3,Wet,2016,5,762.0,4.8,85.3,Poor,1,1
Kurunegala,Kurunegala-DS2,Intermediate,2022,10,198.6,2.83,49.1,Moderate,1,0
Polonnaruwa,Polonnaruwa-DS6,Dry,2016,7,45.8,1.43,40.0,Good,0,0
Polonnaruwa,Polonnaruwa-DS1,Dry,2017,5,90.1,2.06,31.0,Moderate,0,0
Mullaitivu,Mullaitivu-DS4,Dry,2012,10,132.6,2.01,34.7,Poor,0,0
Kilinochchi,Kilinochchi-DS4,Dry,2010,3,86.9,1.71,36.5,Good,0,0
Kandy,Kandy-DS6,Wet,2016,5,290.2,3.39,59.8,Good,1,0
Moneragala,Moneragala-DS5,Dry,2025,3,113.0,1.86,36.6,Good,0,0
Ampara,Ampara-DS5,Dry,2025,8,59.9,1.34,28.9,Good,0,0
Badulla,Badulla-DS3,Intermediate,2011,10,176.0,2.05,37.5,Moderate,0,1
Galle,Galle-DS5,Wet,2016,6,359.1,3.25,56.6,Moderate,1,0
Nuwara Eliya,Nuwara Eliya-DS1,Wet,2010,3,177.7,2.61,60.6,Moderate,0,0
